Batch, S_batch, TimeL, L, T1, E1, T2, E2, T3, E3, T4, E4,
9000, 20, 55.310000, 0.001000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 
9000, 30, 108.070000, 0.010000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 40, 157.870000, 1.000000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 50, 210.010000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 60, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 70, 318.610000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 80, 366.560000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 90, 418.900000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
9000, 100, 470.330000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 1, 9.130000, 1.000000, 4.850000, 0.440000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 
10000, 10, 55.310000, 0.001000, 4.850000, 0.440000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 
10000, 20, 108.070000, 0.010000, 4.850000, 0.440000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 30, 157.870000, 1.000000, 4.840000, 0.440000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 40, 210.010000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 50, 262.130000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 60, 318.610000, 0.100000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 70, 366.560000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 80, 418.900000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 90, 470.330000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
10000, 100, 532.320000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
